Date : 2023-05-02 10:30:45
Directory : /Users/juanma/development/golang/happ
Total : 340 files,  57562 codes, 8013 comments, 7767 blanks, all 73342 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/eventUpdatePictureActions/pictureActions.dart                     | Dart             |         12 |         10 |          5 |         27 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/eventUpdatePictureActions/pictureActionsState.dart                | Dart             |         20 |          0 |          5 |         25 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/eventUpdateReady/eventUpdateReady.dart                            | Dart             |         30 |          0 |          4 |         34 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/eventUpdateReady/eventUpdateReadyState.dart                       | Dart             |         33 |          0 |          6 |         39 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/firebaseAuthProvider/firebaseAuthProvider.dart                    | Dart             |          3 |          0 |          1 |          4 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/guestListAction/guestListAction.dart                              | Dart             |         20 |          0 |          4 |         24 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/guestListAction/guestListActionState.dart                         | Dart             |         32 |          0 |         10 |         42 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/inviteGuestsAndOrganizers/inviteGuestsAndOrganizers.dart          | Dart             |         26 |          0 |          5 |         31 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/inviteGuestsAndOrganizers/inviteGuestsAndOrganizersState.dart     | Dart             |         17 |          0 |          8 |         25 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/inviteUserSelect/inviteUserSelect.dart                            | Dart             |         24 |          4 |          6 |         34 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/inviteUserSelect/inviteUserSelectState.dart                       | Dart             |         40 |          0 |         16 |         56 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/leaveEvent/leaveEvent.dart                                        | Dart             |         24 |          0 |          5 |         29 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/leaveEvent/leaveEventState.dart                                   | Dart             |         31 |          0 |         11 |         42 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/locationSearch/locationDetails.dart                               | Dart             |         54 |          9 |         18 |         81 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/locationSearch/locationDetailsState.dart                          | Dart             |         27 |          0 |          9 |         36 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/locationSearch/locationSearch.dart                                | Dart             |         31 |          2 |         10 |         43 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/locationSearch/locationSearchState.dart                           | Dart             |         19 |          0 |          6 |         25 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/locationSearch/reverseLocationDetails.dart                        | Dart             |         31 |          0 |         10 |         41 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/locationSearch/reverseLocationDetailsState.dart                   | Dart             |         15 |          0 |          6 |         21 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/newEvent/newEvent.dart                                            | Dart             |         31 |          0 |          6 |         37 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/newEvent/newEventState.dart                                       | Dart             |         18 |          0 |          8 |         26 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/newEventAddPictures/newEventAddPictureState.dart                  | Dart             |         15 |          0 |          6 |         21 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/newEventAddPictures/newEventAddPictures.dart                      | Dart             |         13 |          0 |          5 |         18 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/newEventComplete/newEventComplete.dart                            | Dart             |         36 |          0 |          4 |         40 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/newEventComplete/newEventCompleteState.dart                       | Dart             |         39 |          0 |          6 |         45 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/pickDateAndTime/pickDateAndTime.dart                              | Dart             |         26 |          2 |         10 |         38 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/pickDateAndTime/pickDateAndTimeState.dart                         | Dart             |         29 |          0 |         12 |         41 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/removeGuestSelect/removeGuestSelect.dart                          | Dart             |         16 |         10 |          6 |         32 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/removeGuestSelect/removeGuestSelectState.dart                     | Dart             |         23 |          0 |         10 |         33 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/removeGuests/removeGuests.dart                                    | Dart             |         25 |          2 |          6 |         33 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/removeGuests/removeGuestsState.dart                               | Dart             |         33 |          0 |         11 |         44 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/scanPass/scanPass.dart                                            | Dart             |         24 |          0 |          5 |         29 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/scanPass/scanPassState.dart                                       | Dart             |         24 |          0 |          9 |         33 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/search/search.dart                                                | Dart             |         28 |          7 |         13 |         48 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/search/searchState.dart                                           | Dart             |         18 |          0 |          8 |         26 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/searchForUsersToAddAsGuests/searchForUsersToAddAsGuests.dart      | Dart             |         19 |          3 |          5 |         27 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/searchForUsersToAddAsGuests/searchForUsersToAddAsGuestsState.dart | Dart             |         30 |          0 |         10 |         40 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/seePass/seePass.dart                                              | Dart             |         21 |          1 |          5 |         27 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/seePass/seePassState.dart                                         | Dart             |         16 |          0 |          8 |         24 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/signIn/signIn.dart                                                | Dart             |         27 |          0 |          6 |         33 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/signIn/signInState.dart                                           | Dart             |         18 |          0 |          8 |         26 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/updateEvent/updateEvent.dart                                      | Dart             |         32 |          0 |          6 |         38 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/updateEvent/updateEventState.dart                                 | Dart             |         18 |          0 |          8 |         26 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/updatePictures/updatePictures.dart                                | Dart             |         23 |          0 |          5 |         28 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/updatePictures/updatePicturesState.dart                           | Dart             |         32 |          0 |          9 |         41 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/userAccess/userAccess.dart                                        | Dart             |         25 |          1 |          6 |         32 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/userAccess/userAccessState.dart                                   | Dart             |         18 |          0 |          8 |         26 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/userData/userData.dart                                            | Dart             |         21 |          0 |          5 |         26 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/userData/userDataState.dart                                       | Dart             |         18 |          0 |          8 |         26 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/userEvents/userEvents.dart                                        | Dart             |        112 |          2 |         20 |        134 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/riverpod/userEvents/userEventsState.dart                                   | Dart             |         91 |          0 |         28 |        119 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/auth/auth.dart                                                     | Dart             |        236 |         21 |         37 |        294 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/auth/signIn.dart                                                   | Dart             |          0 |        230 |         13 |        243 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/auth/signUp.dart                                                   | Dart             |          0 |        118 |         11 |        129 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/auth/signUp/birthday.dart                                          | Dart             |          0 |        140 |          8 |        148 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/auth/signUp/setUp.dart                                             | Dart             |          0 |        280 |         18 |        298 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/auth/widgets/authErrors.dart                                       | Dart             |          0 |         44 |          6 |         50 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/auth/widgets/buttonAction.dart                                     | Dart             |         56 |          1 |         11 |         68 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/auth/widgets/passwordField.dart                                    | Dart             |         74 |          5 |          6 |         85 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/class/eventAndInviteParams.dart                             | Dart             |         35 |          8 |          5 |         48 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/event.dart                                                  | Dart             |        510 |         20 |         38 |        568 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/guestList/guestList.dart                                    | Dart             |        187 |         80 |          7 |        274 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/guestList/inviteGuestsButton.dart                           | Dart             |         83 |         22 |          9 |        114 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/guestList/inviteGuestsResults.dart                          | Dart             |        174 |          8 |         19 |        201 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/guestList/inviteGuestsScreen.dart                           | Dart             |        216 |         55 |         16 |        287 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/guestList/widgets/AddOrRemoveDialog.dart                    | Dart             |        137 |          5 |          4 |        146 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/guestList/widgets/editGuestButton.dart                      | Dart             |        126 |          9 |          7 |        142 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/guestList/widgets/guestListGuestUserTile.dart               | Dart             |        113 |         35 |          7 |        155 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/guestList/widgets/guestListGuests.dart                      | Dart             |        141 |          3 |         14 |        158 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/guestList/widgets/guestListHosts.dart                       | Dart             |        126 |          0 |         10 |        136 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/guestList/widgets/removeGuestsConfirmDialog.dart            | Dart             |        214 |         19 |          7 |        240 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/invitation/eventInvitation.dart                             | Dart             |        272 |         96 |         23 |        391 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent.dart                                               | Dart             |        130 |         19 |         19 |        168 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/DLScreen.dart                                      | Dart             |        198 |         15 |         22 |        235 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/DLScreen/DLScreenSearchBar.dart                    | Dart             |        166 |          2 |          8 |        176 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/DLScreen/dateAndTimeFields.dart                    | Dart             |         37 |          0 |          7 |         44 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/DLScreen/dateTimePicker.dart                       | Dart             |        106 |         13 |          6 |        125 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/DLScreen/editAddressName.dart                      | Dart             |        140 |         18 |         10 |        168 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/DLScreen/mapWidget.dart                            | Dart             |        206 |          7 |         20 |        233 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/DLScreen/searchLocationBar.dart                    | Dart             |        138 |          2 |          7 |        147 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/DLScreen/searchLocationResults.dart                | Dart             |         62 |          1 |          3 |         66 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/DLScreen/searchLocationScreen.dart                 | Dart             |         32 |         11 |          6 |         49 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/DLScreen/searchLocationTile.dart                   | Dart             |         72 |          2 |          2 |         76 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/IScreen.dart                                       | Dart             |        240 |         16 |         16 |        272 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/IScreen/inviteLoadingDialog.dart                   | Dart             |        155 |         22 |          6 |        183 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/IScreen/newEventGuestList.dart                     | Dart             |        189 |         43 |         10 |        242 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/IScreen/searchUserInviteResults.dart               | Dart             |         68 |          2 |          8 |         78 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/IScreen/searchUserInviteTile.dart                  | Dart             |        159 |          3 |          6 |        168 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/IScreen/userRemoveMakeOrganizerDialog.dart         | Dart             |         88 |          0 |          2 |         90 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/NPDScreen.dart                                     | Dart             |        223 |          6 |         25 |        254 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/NPDScreen/PictureSlider.dart                       | Dart             |        109 |          6 |          7 |        122 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/NPDScreen/photosDialog.dart                        | Dart             |        405 |         13 |         42 |        460 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/widgets/NextButton.dart                            | Dart             |        121 |          6 |         11 |        138 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/widgets/loadingDialog.dart                         | Dart             |        141 |          8 |          4 |        153 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/scan/scanScreen.dart                                        | Dart             |         81 |          0 |          3 |         84 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/updateEvent/deleteEventDialog.dart                          | Dart             |        178 |         28 |          6 |        212 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/updateEvent/updateEvent.dart                                | Dart             |        337 |        108 |         16 |        461 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/updateEvent/widgets/imageActionsDialog.dart                 | Dart             |        139 |          4 |          5 |        148 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/updateEvent/widgets/loadingUpdatedEventDialog.dart          | Dart             |        147 |         17 |          4 |        168 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/updateEvent/widgets/searchFUTAAGInviteTile.dart             | Dart             |        117 |         13 |          6 |        136 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/updateEvent/widgets/updateButton.dart                       | Dart             |        131 |          6 |          9 |        146 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/updateEvent/widgets/updateDatetime.dart                     | Dart             |         56 |          1 |         10 |         67 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/updateEvent/widgets/updateDatetimePicker.dart               | Dart             |        111 |         13 |          6 |        130 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/updateEvent/widgets/updateEventMap.dart                     | Dart             |         96 |          0 |         19 |        115 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/updateEvent/widgets/updateEventPictureSlider.dart           | Dart             |        339 |          4 |         31 |        374 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/widgets/acceptButton.dart                                   | Dart             |        161 |         33 |         29 |        223 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/widgets/eventMap.dart                                       | Dart             |        162 |         14 |         15 |        191 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/widgets/eventMapAttributionDialog.dart                      | Dart             |        128 |         14 |          3 |        145 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/widgets/leaveEventConfirmDialog.dart                        | Dart             |        179 |          6 |          5 |        190 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/widgets/leaveEventDialog.dart                               | Dart             |        101 |          3 |          3 |        107 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/widgets/updateOrDeleteEventDialog.dart                      | Dart             |        152 |          8 |          4 |        164 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/home.dart                                                          | Dart             |        200 |         42 |         18 |        260 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/main/AllEventInvitations.dart                                      | Dart             |        159 |          3 |         16 |        178 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/main/main.dart                                                     | Dart             |         93 |         28 |          6 |        127 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/main/userEvents.dart                                               | Dart             |        448 |         69 |         26 |        543 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/main/widgets/invitationsFromFriends.dart                           | Dart             |        375 |         23 |         30 |        428 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/main/widgets/otherInvitations.dart                                 | Dart             |        377 |         10 |         28 |        415 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/profile/profile.dart                                               | Dart             |          0 |        286 |         14 |        300 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/profile/widgets/addRemoveButton.dart                               | Dart             |         73 |         11 |         12 |         96 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/search/class/SearchUserInviteResParams.dart                        | Dart             |         11 |          0 |          1 |         12 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/search/search.dart                                                 | Dart             |         25 |         19 |          2 |         46 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/search/searchBar.dart                                              | Dart             |         96 |         10 |          7 |        113 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/search/searchResults.dart                                          | Dart             |         59 |          0 |          4 |         63 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/search/widgets/saerchUserAddButton.dart                            | Dart             |         59 |          1 |          4 |         64 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/search/widgets/searchUserTile.dart                                 | Dart             |         79 |         50 |          3 |        132 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/buttons/changeOnTap.dart                                             | Dart             |         56 |          0 |          6 |         62 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/constants.dart                                                       | Dart             |          1 |          0 |          0 |          1 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/event/eventOptions.dart                                              | Dart             |        334 |          2 |         31 |        367 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/event/eventTypesConverter.dart                                       | Dart             |         23 |          0 |         10 |         33 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/getUserIdFromFBIDToken.dart                                          | Dart             |         21 |          0 |          7 |         28 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/globalUtils.dart                                                     | Dart             |          1 |          0 |          0 |          1 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/indicators/circularTabIndicator.dart                                 | Dart             |         40 |          0 |          0 |         40 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/jwt.dart                                                             | Dart             |         30 |          0 |         10 |         40 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/network/networkTypes.dart                                            | Dart             |          0 |          5 |          1 |          6 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/network/networkUtils.dart                                            | Dart             |         15 |          0 |          2 |         17 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/user/currentUser.dart                                                | Dart             |          0 |          4 |          1 |          5 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/user/userTypesConverter.dart                                         | Dart             |         13 |         10 |          8 |         31 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/userLocation/UserLocation.dart                                       | Dart             |         14 |          5 |          2 |         21 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/userOptions.dart                                                     | Dart             |        131 |         32 |         22 |        185 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/widgets/UserLocationMarkerAnimation.dart                             | Dart             |         66 |          1 |          9 |         76 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/widgets/datetimeField.dart                                           | Dart             |         46 |          0 |          2 |         48 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/widgets/floatingActions.dart                                         | Dart             |         28 |          0 |          2 |         30 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/widgets/loader.dart                                                  | Dart             |         25 |          0 |          2 |         27 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/widgets/mapboxMap.dart                                               | Dart             |        109 |          5 |          3 |        117 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/widgets/screenTabWrapper.dart                                        | Dart             |         15 |          0 |          2 |         17 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/wrapper.dart                                                               | Dart             |         85 |          4 |         19 |        108 |
| /Users/juanma/development/golang/happ/happ_client/pubspec.yaml                                                                       | YAML             |         77 |         59 |         16 |        152 |
| /Users/juanma/development/golang/happ/happ_client/schema.graphql                                                                     | GraphQL          |        207 |          0 |         22 |        229 |
| /Users/juanma/development/golang/happ/happ_client/test/widget_test.dart                                                              | Dart             |         14 |         10 |          7 |         31 |
| /Users/juanma/development/golang/happ/happ_server/config/config.go                                                                   | Go               |         73 |         11 |         20 |        104 |
| /Users/juanma/development/golang/happ/happ_server/database/database.go                                                               | Go               |         57 |          3 |         16 |         76 |
| /Users/juanma/development/golang/happ/happ_server/ent/client.go                                                                      | Go               |        853 |        167 |        141 |      1,161 |
| /Users/juanma/development/golang/happ/happ_server/ent/device.go                                                                      | Go               |        128 |         29 |         15 |        172 |
| /Users/juanma/development/golang/happ/happ_server/ent/device/device.go                                                               | Go               |         69 |         24 |         15 |        108 |
| /Users/juanma/development/golang/happ/happ_server/ent/device/where.go                                                                | Go               |        175 |         47 |         50 |        272 |
| /Users/juanma/development/golang/happ/happ_server/ent/device_create.go                                                               | Go               |        396 |        129 |         56 |        581 |
| /Users/juanma/development/golang/happ/happ_server/ent/device_delete.go                                                               | Go               |         67 |          9 |         13 |         89 |
| /Users/juanma/development/golang/happ/happ_server/ent/device_query.go                                                                | Go               |        509 |         74 |         46 |        629 |
| /Users/juanma/development/golang/happ/happ_server/ent/device_update.go                                                               | Go               |        261 |         29 |         33 |        323 |
| /Users/juanma/development/golang/happ/happ_server/ent/ent.go                                                                         | Go               |        489 |         65 |         66 |        620 |
| /Users/juanma/development/golang/happ/happ_server/ent/ent.graphql                                                                    | GraphQL          |         99 |          0 |          1 |        100 |
| /Users/juanma/development/golang/happ/happ_server/ent/entc.go                                                                        | Go               |         29 |         24 |          9 |         62 |
| /Users/juanma/development/golang/happ/happ_server/ent/entql.go                                                                       | Go               |        787 |        116 |        118 |      1,021 |
| /Users/juanma/development/golang/happ/happ_server/ent/enttest/enttest.go                                                             | Go               |         63 |          9 |         13 |         85 |
| /Users/juanma/development/golang/happ/happ_server/ent/event.go                                                                       | Go               |        307 |         52 |         26 |        385 |
| /Users/juanma/development/golang/happ/happ_server/ent/event/event.go                                                                 | Go               |        161 |         63 |         28 |        252 |
| /Users/juanma/development/golang/happ/happ_server/ent/event/where.go                                                                 | Go               |        490 |        143 |        146 |        779 |
| /Users/juanma/development/golang/happ/happ_server/ent/event_create.go                                                                | Go               |        880 |        206 |        133 |      1,219 |
| /Users/juanma/development/golang/happ/happ_server/ent/event_delete.go                                                                | Go               |         67 |          9 |         13 |         89 |
| /Users/juanma/development/golang/happ/happ_server/ent/event_query.go                                                                 | Go               |        723 |         86 |         53 |        862 |
| /Users/juanma/development/golang/happ/happ_server/ent/event_update.go                                                                | Go               |        759 |         73 |         77 |        909 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventremindernotification.go                                                   | Go               |        140 |         35 |         17 |        192 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventremindernotification/eventremindernotification.go                         | Go               |         77 |         28 |         14 |        119 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventremindernotification/where.go                                             | Go               |        182 |         45 |         48 |        275 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventremindernotification_create.go                                            | Go               |        463 |        145 |         72 |        680 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventremindernotification_delete.go                                            | Go               |         67 |          9 |         13 |         89 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventremindernotification_query.go                                             | Go               |        571 |         77 |         48 |        696 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventremindernotification_update.go                                            | Go               |        369 |         37 |         41 |        447 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventuser.go                                                                   | Go               |        164 |         37 |         17 |        218 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventuser/eventuser.go                                                         | Go               |         96 |         38 |         18 |        152 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventuser/where.go                                                             | Go               |        182 |         45 |         48 |        275 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventuser_create.go                                                            | Go               |        585 |        163 |         90 |        838 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventuser_delete.go                                                            | Go               |         66 |          9 |         13 |         88 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventuser_query.go                                                             | Go               |        508 |         68 |         42 |        618 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventuser_update.go                                                            | Go               |        434 |         47 |         51 |        532 |
| /Users/juanma/development/golang/happ/happ_server/ent/external.go                                                                    | Go               |         12 |          1 |          4 |         17 |
| /Users/juanma/development/golang/happ/happ_server/ent/follow.go                                                                      | Go               |        133 |         34 |         17 |        184 |
| /Users/juanma/development/golang/happ/happ_server/ent/follow/follow.go                                                               | Go               |         78 |         29 |         15 |        122 |
| /Users/juanma/development/golang/happ/happ_server/ent/follow/where.go                                                                | Go               |        137 |         30 |         33 |        200 |
| /Users/juanma/development/golang/happ/happ_server/ent/follow_create.go                                                               | Go               |        433 |        137 |         64 |        634 |
| /Users/juanma/development/golang/happ/happ_server/ent/follow_delete.go                                                               | Go               |         66 |          9 |         13 |         88 |
| /Users/juanma/development/golang/happ/happ_server/ent/follow_query.go                                                                | Go               |        507 |         68 |         42 |        617 |
| /Users/juanma/development/golang/happ/happ_server/ent/follow_update.go                                                               | Go               |        351 |         35 |         39 |        425 |
| /Users/juanma/development/golang/happ/happ_server/ent/generate.go                                                                    | Go               |          1 |          2 |          2 |          5 |
| /Users/juanma/development/golang/happ/happ_server/ent/gql_collection.go                                                              | Go               |        561 |          6 |         25 |        592 |
| /Users/juanma/development/golang/happ/happ_server/ent/gql_edge.go                                                                    | Go               |        103 |          1 |         14 |        118 |
| /Users/juanma/development/golang/happ/happ_server/ent/gql_mutation_input.go                                                          | Go               |        118 |         32 |         18 |        168 |
| /Users/juanma/development/golang/happ/happ_server/ent/gql_node.go                                                                    | Go               |        299 |         17 |         26 |        342 |
| /Users/juanma/development/golang/happ/happ_server/ent/gql_pagination.go                                                              | Go               |        930 |         46 |         92 |      1,068 |
| /Users/juanma/development/golang/happ/happ_server/ent/gql_transaction.go                                                             | Go               |         22 |          4 |          5 |         31 |
| /Users/juanma/development/golang/happ/happ_server/ent/hook/hook.go                                                                   | Go               |        174 |         56 |         33 |        263 |
| /Users/juanma/development/golang/happ/happ_server/ent/migrate/migrate.go                                                             | Go               |         31 |         25 |         10 |         66 |
